lp,src,mt,ref,score,system,annotators,domain,year
en-de,Many view the Softie 12 Osprey the ultimate four season synthetic fill sleeping bag available.,Viele sehen den Softie 12 Fischadler als ultimativen Vierjahreszeitenschlafsack mit synthetischer Füllung an.,Manche betrachten den Softie 12 Osprey als den besten aller ganzjährigen Schlafsäcke mit synthetischer Füllung auf dem Markt.,73.0,Online-G,1,ecommerce,2022
en-de,"Since 1987, it has been setting the standard for winter pack size performance for others to follow.","Seit 1987 setzt es den Standard für die Leistung von Winterrucksäcken, damit andere folgen können.","Seit 1987 setzt er den Leistungsstandard für Winterschlafsäcke, den andere erst einmal erreichen müssen.",68.0,Online-G,1,ecommerce,2022
en-de,Those who know about the Softie 12 Osprey have either used one or wished they had one.,"Diejenigen, die den Softie 12 Osprey kennen, haben entweder einen benutzt oder wünschten, sie hätten einen.","Wer den Softie 12 Osprey kennt, hat ihn entweder bereits genutzt oder wünschte, er hätte einen.",99.0,Online-G,1,ecommerce,2022
en-de,Used from the heights of the Scottish mountains to the bottom of your snow hole.,Von den Höhen der schottischen Berge bis zum Grund Ihres Schneelochs.,Sein Einsatzgebiet reicht von den Gipfeln der schottischen Berge bis zum Boden Ihres Schneelochs.,67.5,Online-G,1,ecommerce,2022
en-de,The Softie 12 Osprey like many of our other sleeping bags in the Softie Original Series have been assigned a NATO Stock Number.,Der Softie 12 Osprey wurde wie viele unserer anderen Schlafsäcke der Softie Original-Serie mit einer NATO-Bestandsnummer versehen.,Wie viele unserer anderen Schlafsäcke der Softie Original Series wurde dem Softie 12 Osprey eine NATO-Lagerbestandsnummer zugewiesen.,98.0,Online-G,1,ecommerce,2022
en-de,"The quilted top of the bag is tailored, pleated, and fitted with a drawcord so it pulls into shape, rather like a jacket hood.","Das gesteppte Oberteil der Tasche ist tailliert, plissiert und mit einem Kordelzug versehen, sodass es sich wie eine Jackenhaube in Form zieht.","Das gesteppte Kopfteil des Schlafsacks ist zugeschnitten, plissiert und mit einer Kordel versehen, um es in die passende Form zu bringen, ähnlich wie bei einer Kapuzenjacke.",99.0,Online-G,1,ecommerce,2022
en-de,"To prevent the 2-way zip from snagging either the zip baffle or the bag edges, an ""anti-snag strip"" of webbing is sewn in behind the zip.","Damit der 2-Wege-Reißverschluss weder an der Reißverschlussblende noch an den Beutelkanten hängen bleibt, ist hinter dem Reißverschluss ein ""Anti-Snag-Streifen"" aus Gurtband eingenäht.","Um zu verhindern, dass der 2-Wege-Reißverschluss sich in der Reißverschlussblende oder in den Rändern des Schlafsacks verhakt, ist hinter dem Reißverschluss ein Gewebeschutzstreifen eingenäht.",94.5,Online-G,1,ecommerce,2022
en-de,"Liner Fastening and Hanging Tabs Inner tabs are provided to keep a loose liner in position, corresponding in position with the tabs we provide on our liners.","Liner-Befestigungs- und Aufhängelaschen Innere Laschen sind vorgesehen, um einen losen Liner in Position zu halten, der in Position mit den Laschen übereinstimmt, die wir auf unseren Linern zur Verfügung stellen.",Futterbefestigungs- und Aufhängelaschen – Innenlaschen halten ein loses Futter an der richtigen Stelle und entsprechen der Position der Laschen am Futter.,74.0,Online-G,1,ecommerce,2022
en-de,External tabs allow you to easily hang the bag for airing and drying.,Externe Laschen ermöglichen das einfache Aufhängen der Tasche zum Lüften und Trocknen.,An Außenlaschen lässt sich der Schlafsack rasch zum Lüften und Trocknen aufhängen.,93.0,Online-G,1,ecommerce,2022
en-de,"Tapering the bag to a circle foot creates the ""mummy"" shape which is easy to warm and minimises the weight of material used.","Durch die Verjüngung der Tasche zu einem kreisförmigen Fuß entsteht die ""Mumienform"", die leicht zu erwärmen ist und das Gewicht des verwendeten Materials minimiert.","Zum Fußende hin verschmälert sich der Schlafsack zu einer „Mumienform“, die sich leicht aufwärmen lässt und das Materialgewicht minimiert.",99.0,Online-G,1,ecommerce,2022
en-de,"Hard to see in the picture, but a zip baffle runs the full length of the bag, behind the zip,to prevent heat escaping through the zip area.","Auf dem Bild kaum zu sehen, aber eine Reißverschlussblende verläuft über die gesamte Länge der Tasche hinter dem Reißverschluss, um zu verhindern, dass Wärme durch den Reißverschlussbereich entweicht.","Eine Reißverschlussblende, die auf dem Bild nur schwer zu sehen ist, verläuft den ganzen Schlafsack entlang hinter dem Reißverschluss, um Wärmeverlust an dieser Stelle zu verhindern.",99.0,Online-G,1,ecommerce,2022
en-de,Buy a left and a right hand to make a double (please check when ordering),"Kaufen Sie eine linke und eine rechte Hand, um ein Doppel zu machen (bitte bei Bestellung prüfen)","Kaufen Sie ein Links- und ein Rechtsmodell, um einen Doppelschlafsack zusammenzustellen (bitte überprüfen Sie dies bei der Bestellung)",100.0,Online-G,1,ecommerce,2022
en-de,"Comes complete with a compression stuff sack, to make the bag smaller when not in use.","Wird komplett mit einem Kompressions-Packsack geliefert, um die Tasche bei Nichtgebrauch kleiner zu machen.","Wird zusammen mit einem Kompressionsbeutel geliefert, damit der Schlafsack platzsparend verstaut werden kann, wenn er nicht im Einsatz ist.",99.0,Online-G,1,ecommerce,2022
en-de,Can be used with the Snugpak Exanda Panel to make a wider sleeping bag for more comfort.,"Kann mit dem Snugpak Exanda-Panel verwendet werden, um einen breiteren Schlafsack für mehr Komfort herzustellen.","Kann zusammen mit dem Snugpak Exanda-Einsatz verwendet werden, um den Schlafsack für mehr Komfort zu verbreitern.",99.0,Online-G,1,ecommerce,2022
en-de,This sleeping bag can be made extra long.,Dieser Schlafsack kann extra lang gemacht werden.,Dieser Schlafsack kann verlängert werden.,99.0,Online-G,1,ecommerce,2022
en-de,Single profiled sleeping bag with one layer of softie insulation.,Einfach profilierter Schlafsack mit einer Schicht Softie-Isolierung.,Profil-Einzelschlafsack mit weicher Isolierschicht.,100.0,Online-G,1,ecommerce,2022
en-de,Snugpak are based in a listed mill built in the 1800s on the edge of the beautiful Yorkshire Dales.,Snugpak hat seinen Sitz in einer denkmalgeschützten Mühle aus den 1800er Jahren am Rande der wunderschönen Yorkshire Dales.,Snugpak hat seinen Sitz in einer denkmalgeschützten Mühle aus dem 19. Jahrhundert am Rand der schönen Yorkshire Dales.,99.0,Online-G,1,ecommerce,2022
en-de,They are very proud to be one of the last manufacturers of quality sleeping bags and insulated clothing not only in the UK but across Europe.,"Sie sind sehr stolz darauf, einer der letzten Hersteller von Qualitätsschlafsäcken und isolierter Kleidung nicht nur in Großbritannien, sondern in ganz Europa zu sein.","Das Unternehmen ist sehr stolz darauf, einer der letzten Hersteller von hochwertigen Schlafsäcken und Isolierkleidung nicht nur im Vereinigten Königreich, sondern in ganz Europa zu sein.",99.0,Online-G,1,ecommerce,2022
en-de,We have a dedicated workforce at our West Yorkshire factory in the North of England who are trained to use state-of-the-art machinery and traditional sewing techniques to bring our ideas to life.,"In unserer Fabrik in West Yorkshire im Norden Englands beschäftigen wir engagierte Mitarbeiter, die darauf geschult sind, modernste Maschinen und traditionelle Nähtechniken einzusetzen, um unsere Ideen zum Leben zu erwecken.","Unsere geschulte Belegschaft in unserer Fabrik in West Yorkshire im Norden Englands ist in der Verwendung der neuesten Maschinen und in traditionellen Nähtechniken ausgebildet, um unsere Ideen umsetzen zu können.",99.0,Online-G,1,ecommerce,2022
en-de,Contact Left Limited is an official supplier for Snugpak and carries a large range of their kit in our EBAY shop.,Kontakt Left Limited ist offizieller Lieferant von Snugpak und führt eine große Auswahl an Bausätzen in unserem EBAY-Shop.,Contact Left Limited ist ein offizieller Lieferant für Snugpak und führt eine große Auswahl des Produktangebots in unserem EBAY-Shop.,99.0,Online-G,1,ecommerce,2022
en-de,"With an additional fee, we can arrange 5-11 business days express shipping courier (India post parcel.)",Gegen eine zusätzliche Gebühr können wir 5-11 Werktage Expressversandkurier (India Post) arrangieren.),Gegen eine zusätzliche Gebühr können wir einen Expressversand per Kurier von 5-11 Werktagen veranlassen (indisches Postpaket).,67.0,Online-G,1,ecommerce,2022
en-de,We offer a combined shipping discount for purchasing two or more items from our shop.,Wir bieten einen kombinierten Versandrabatt für den Kauf von zwei oder mehr Artikeln aus unserem Shop.,Wir bieten einen kombinierten Versandrabatt für den Kauf von zwei oder mehr Artikeln in unserem Shop.,98.0,Online-G,1,ecommerce,2022
en-de,"Just ask us by clicking the ""Ask a question""","Fragen Sie uns einfach, indem Sie auf ""Frage stellen"" klicken","Fragen Sie uns, indem Sie auf „Eine Frage stellen“ klicken",97.0,Online-G,1,ecommerce,2022
en-de,International Customers are responsible for their country’s custom duty and taxes.,Internationale Kunden sind für die Zollgebühren und Steuern ihres Landes verantwortlich.,Internationale Kunden sind selbst für die Zollgebühren und Steuern ihres Landes verantwortlich.,97.0,Online-G,1,ecommerce,2022
en-de,The Buyer Has To Responsible For The Return Shipping Charge.,Der Käufer muss für die Rücksendekosten verantwortlich sein.,Der Käufer muss die Rücksendegebühr tragen.,60.0,Online-G,1,ecommerce,2022
en-de,Refund Can Be Made Only If A Replacement Is Not Available.,"Eine Rückerstattung kann nur erfolgen, wenn kein Ersatz verfügbar ist.","Eine Erstattung kann nur erfolgen, wenn kein Ersatz verfügbar ist.",97.0,Online-G,1,ecommerce,2022
en-de,"Any Charges On Shipping, Handling And Insurance Are Non-Refundable.","Alle Gebühren für Versand, Handhabung und Versicherung werden nicht zurückerstattet.","Alle Gebühren für Versand, Bearbeitung und Versicherung sind nicht erstattungsfähig.",85.5,Online-G,1,ecommerce,2022
en-de,We do not reimburse the shipping cost.,Wir erstatten keine Versandkosten.,Versandkosten werden nicht erstattet.,98.66666666666669,Online-G,1,ecommerce,2022
en-de,Our priority is 100% customer satisfaction.,Unsere Priorität ist 100% Kundenzufriedenheit.,Unsere Priorität ist eine 100%ige Kundenzufriedenheit.,99.0,Online-G,1,ecommerce,2022
en-de,We give importance to our customers and deliver the highest quality of customer service.,Wir legen Wert auf unsere Kunden und liefern die höchste Qualität des Kundenservice.,"Unsere Kunden sind uns wichtig, und wir bieten höchsten Kundenservice.",87.5,Online-G,1,ecommerce,2022
en-de,"Ethics and integrity are the best part of our business, and we believe in delivering the best quality product and services at the best prices.","Ethik und Integrität sind der beste Teil unseres Geschäfts, und wir glauben daran, Produkte und Dienstleistungen von bester Qualität zu den besten Preisen zu liefern.","Ethik und Integrität sind der beste Teil unseres Geschäfts, und wir glauben an die Lieferung von Produkten und Services in bester Qualität zu den besten Preisen.",98.0,Online-G,1,ecommerce,2022
en-de,"Moreover, we make it one of our central goals to answer questions as fast and as soon as possible.","Darüber hinaus machen wir es zu einem unserer zentralen Ziele, Fragen so schnell und so schnell wie möglich zu beantworten.","Zudem ist es eines unserer zentralen Ziele, Fragen so zügig wie möglich zu beantworten.",100.0,Online-G,1,ecommerce,2022
en-de,Our priority is 100% customer satisfaction.,Unsere Priorität ist 100% Kundenzufriedenheit.,Unsere Priorität ist eine 100%ige Kundenzufriedenheit.,100.0,Online-G,1,ecommerce,2022
en-de,We aim to provide strictly 5-star service in all categories.,"Unser Ziel ist es, in allen Kategorien einen strikten 5-Sterne-Service zu bieten.",Wir streben einen 5-Sterne-Service in allen Kategorien an.,93.0,Online-G,1,ecommerce,2022
en-de,We maintain 100% customer satisfaction!,Wir pflegen 100% Kundenzufriedenheit!,Wir halten 100%ige Kundenzufriedenheit aufrecht!,100.0,Online-G,1,ecommerce,2022
en-de,Your feedback is very important to us.,Ihr Feedback ist uns sehr wichtig.,Ihr Feedback ist uns sehr wichtig.,100.0,Online-G,1,ecommerce,2022
en-de,"When you receive the item, please leave us positive feedback.","Wenn sie das einzelteil empfangen, lassen sie uns positives feedback.","Wenn Sie den Artikel erhalten, hinterlassen Sie bitte eine positive Bewertung.",93.0,Online-G,1,ecommerce,2022
en-de,Bag made in a pet and smoke free environment,Tasche hergestellt in einer haustier- und rauchfreien Umgebung,In einer haustier- und rauchfreien Umgebung gefertigte Tasche,99.0,Online-G,1,ecommerce,2022
en-de,"Naturally tanned with Sunflower oil only, no use of dye or chemicals","Natürlich nur mit Sonnenblumenöl gegerbt, ohne Verwendung von Farbstoffen oder Chemikalien",Auf natürliche Weise nur unter Verwendung von Sonnenblumenöl und ohne Färbemittel oder Chemikalien gegerbt,99.0,Online-G,1,ecommerce,2022
en-de,UNIQUE CHARACTERISTICS OF HANDMADE LEATHER BAGS-,EINZIGARTIGE EIGENSCHAFTEN VON HANDGEFERTIGTEN LEDERTASCHEN-,EINZIGARTIGE MERKMALE HANDGEFERTIGTER LEDERTASCHEN-,100.0,Online-G,1,ecommerce,2022
en-de,Bag is made of Genuine Real Goat Leather (Full Grain) processed and tanned naturally with sunflower oil only.,Tasche ist aus echtem echtem Ziegenleder (vollnarbig) verarbeitet und natürlich nur mit Sonnenblumenöl gegerbt.,"Die Tasche ist aus echtem Ziegenleder (Vollleder) gefertigt, auf natürliche Weise verarbeitet und nur mit Sonnenblumenöl gegerbt.",92.0,Online-G,1,ecommerce,2022
en-de,Each vintage leather bag is a totally natural and handmade product therefore the colors and the finish can vary from one piece to the other.,"Jede Vintage-Ledertasche ist ein völlig natürliches und handgefertigtes Produkt, daher können die Farben und das Finish von Stück zu Stück variieren.","Jede Vintage-Ledertasche ist ein völlig natürliches, handgefertigtes Produkt, daher können die Farben und die Ausführung bei jedem Stück unterschiedlich sein.",99.0,Online-G,1,ecommerce,2022
